stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
177,24G,Chmaja bloki 03 nż,,50.0282101063825,21.9864347577095,,,
178,22G,Chmaja / Langiewicza 01 nż,,50.0307033367856,21.9876524806023,,,
438,59G,Langiewicza park 03 nż,,50.03191,21.99098,,,
439,20G,Langiewicza / Hoffmanowej 01 nż,,50.0331525037882,21.9946329295635,,,
440,18G,Mochnackiego 01 nż,,50.0360460297546,21.9961470365524,,,
618,29D,Lwowska / Kr. Marysieńki 10 nż,,50.03879,22.05419,,,
619,31D,Lwowska granica 12 nż,,50.03922,22.06119,,,
411,31A,Kwiatkowskiego żwirownia 08 nż,,50.007252896863,21.9999369978905,,,
412,33A,Kwiatkowskiego / Podmiejska 10 nż,,50.00432,21.99618,,,
413,35A,Kwiatkowskiego / Jachowicza 12 nż,,49.9987846950415,21.9900235533714,,,
414,37A,Kwiatkowskiego hotel 14 nż,,49.9949957606245,21.9856294244528,,,
415,39A,Jana Pawła II OSP 02 nż,,49.9924015261732,21.9838812947273,,,
416,41A,Jana Pawła II / Gościnna 04 nż,,49.99054,21.98834,,,
417,43A,Jana Pawła II / Św. Antoniego 06 nż,,49.9853763885419,21.9890660047531,,,
418,139A,Jana Pawła II / Zakątkowa 08 nż,,49.9820680318918,21.990672647953,,,
419,45A,Jana Pawła II / Herbowa 10 nż,,49.9776300874033,21.9926843047142,,,
420,47A,Jana Pawła II / Strzelców 12 nż,,49.97227,21.9948,,,
421,100A,Budziwojska / Poselska 18 nż,,49.96303,21.97348,,,
422,157A,Budziwojska sklep 20 nż,,49.96234,21.97051,,,
931,27C,Krogulskiego / Gromskiego 02 nż,,50.0633170605574,22.0059049129486,,,
986,33C,Borowa 02 nż,,50.06521,21.9999,,,
987,35C,Borowa / Żywiczna 04 nż,,50.0681396332697,21.9922390580177,,,
614,10W,Warszawska / Staromiejska 05 nż,,50.05993,21.99377,,,
615,8W,Warszawska ZS. Samoch. 03 nż,,50.0540148922797,21.9962328672409,,,
616,6W,Warszawska / Wyzwolenia 01 nż,,50.05016,21.99783,,,
300,25G,Staroniwska / Rzemieślnicza 02 nż,,50.03023,21.97138,,,
301,27G,Staroniwska szkoła 04 nż,,50.0294550147289,21.9652895629406,,,
302,29G,Staroniwska kościół 06 nż,,50.0286839507332,21.9599291682243,,,
303,53G,Staroniwska pętla 08 nż,,50.027993859498,21.9554190337658,,,
304,33G,Staroniwska / Zielarska 14 nż,,50.026419794074,21.9514507055283,,,
305,35G,Staroniwska / Kresowa 16 nż,,50.0256874526759,21.9465824961662,,,
306,37G,Kielanówka cegielnia 02 nż,,50.0254,21.93942,,,
307,39G,Kielanówka Kopiec 04 nż,,50.0262733266876,21.9337910413742,,,
308,41G,Kielanówka Ruch 06 nż,,50.0283789678145,21.9272598624229,,,
309,43G,Błękitne Wzgórze / Słoneczny Stok 02 nż,,50.0284,21.92232,,,
310,45G,Błękitne Wzgórze / Leśne Wzgórze 04 nż,,50.02888,21.91741,,,
311,47G,Kielanówka poczta 08 nż,,50.0264956123103,21.9126445055008,,,
291,13J,Architektów 02,,50.01772,21.97179,,,
292,17J,Zawiszy Czarnego / Podgórska 02 nż,,50.0150301912656,21.9679033756256,,,
293,19J,Zawiszy Czarnego 04 nż,,50.0139719188915,21.9655027985573,,,
294,14J,Żołnierzy 9 DP 01 nż,,50.0119345927721,21.9624128937721,,,
228,104B,Beskidzka granica 07 nż,,50.0030465661309,21.936628818512,,,
151,57E,Obr. Poczty Gdańskiej pętla 06,,50.0625646197322,21.9797372817993,,,
508,37S,Świlcza 08 nż,,50.0725761096448,21.9004163146019,,,
509,35S,Świlcza sklep 06 nż,,50.0752942600681,21.9006791710854,,,
510,23S,Świlcza PKP 04 nż,,50.0790054313297,21.8998798727989,,,
775,53S,Kamyszyn 03 nż,,50.0840751223892,21.8946482241154,,,
990,49S,Kamyszyn pętla 01 nż,,50.08936067897,21.8962126225233,,,
729,180W,Zaczernie ML System / Fibrain 03 nż,,50.10663,22.01016,,,
745,178W,Zaczernie MPP Colorland 02 nż,,50.10674,22.00138,,,
716,175W,Zaczernie bloki 19 nż,,50.10013,21.99521,,,
733,176W,Zaczernie cmentarz 02 nż,,50.09399,21.99334,,,
706,44W,Zaczernie browar 15 nż,,50.0940623337703,21.9881527125835,,,
1089,150W,Zaczernie rondo 13 nż,,50.095585,21.981075,,,
747,40W,Zaczernie 04 nż,,50.09485,21.98019,,,
705,24W,Warszawska granica 11 nż,,50.08716,21.98309,,,
709,16W,Zaczernie - Miłocin 06 nż,,50.0806,21.98548,,,
673,157D,Załęska zakład karny 06 nż,,50.06138,22.03751,,,
674,159D,Załęska / Spichlerzowa 10 nż,,50.0651834760941,22.0446145534515,,,
675,161D,Spichlerzowa / Załęska 02 nż,,50.0676661782997,22.0493647456169,,,
246,17G,Mochnackiego 02 nż,,50.03525,21.99438,,,
247,62G,Langiewicza park 02 nż,,50.03139,21.9889,,,
298,19G,Chmaja / Langiewicza 02 nż,,50.0305741124054,21.9873332977295,,,
437,5F,Witosa park 04 nż,,50.0367954409183,21.9772347807884,,,
441,181A,Robotnicza / Sikorskiego 02 nż,,50.00029,22.02023,,,
442,173A,Robotnicza cmentarz 04 nż,,50.002,22.02585,,,
1034,112S,Biznesowa / Innowacyjna 03 nż,,50.0751,21.96743,,,
1035,110S,Biznesowa / Kapitałowa 01 nż,,50.07448,21.96474,,,
784,104S,Technologiczna / Kapitałowa 01 nż,,50.0709200108645,21.9621956348419,,,
785,106S,Inwestycyjna 01 nż,,50.0724074036536,21.9468533992767,,,
786,100S,Chmury 01 nż,,50.0673769380546,21.938082575798,,,
724,120G,Wywrockiego / Strzelnicza 02 nż,,50.0349537635712,21.9655752182007,,,
721,122G,Wywrockiego / Jagodowa 04 nż,,50.0321954224416,21.9608062505722,,,
713,124G,Wywrockiego / Herbaciana 06 nż,,50.03108,21.95664,,,
719,126G,Wywrockiego / Porzeczkowa 08 nż,,50.0302691414896,21.9520944356918,,,
738,117G,Wywrockiego / Potokowa 03 nż,,50.0308790813846,21.9559192657471,,,
727,119G,Wywrockiego / Jagodowa 01 nż,,50.0324340484688,21.9615465402603,,,
655,87D,Rzecha / Spółdzielcza 04 nż,,50.0563483527475,22.0320564508438,,,
718,69D,Ciepłownicza / Rzecha 02 nż,,50.0590657009505,22.0239669084549,,,
657,23D,Ciepłownicza MPGK 04 nż,,50.06117,22.0253,,,
449,34D,Ciepłownicza elektrociepłownia 06 nż,,50.0635542405449,22.0270970463753,,,
450,32D,Ciepłownicza MPGK 01 nż,,50.06124,22.02518,,,
451,28D,Rzecha / Ciepłownicza 03 nż,,50.0578052011495,22.0241171121597,,,
485,38B,Beskidzka Pod Racławówką 05 nż,,50.0045550262454,21.9438251852989,,,
486,36B,Beskidzka / Karkonoska 03 nż,,50.0081251472372,21.9499379396439,,,
487,24B,Beskidzka szkoła 01 nż,,50.0059720736541,21.9591379165649,,,
217,27B,Karkonoska / Beskidzka 02 nż,,50.00916,21.94974,,,
218,29B,Karkonoska środek 04 nż,,50.0102505448119,21.9447612762451,,,
219,31B,Karkonoska pętla 06 nż,,50.01038,21.93775,,,
220,33B,Racławówka Doły wieś 03 nż,,50.0104539437071,21.9288678467274,,,
221,34B,Racławówka Doły pętla 04 nż,,50.0106521706155,21.9229911267757,,,
222,32B,Racławówka Doły wieś 06 nż,,50.0104754901498,21.9298937916756,,,
223,30B,Karkonoska pętla 05 nż,,50.0100143941674,21.9383722543716,,,
224,28B,Karkonoska środek 03 nż,,50.0100876527032,21.9440840184689,,,
225,26B,Karkonoska / Beskidzka 01 nż,,50.0089301547813,21.9498762488365,,,
746,11W,Warszawska / Łowiecka 12 nż,,50.07837,21.98668,,,
700,13W,Zaczernie - Miłocin 05 nż,,50.0829,21.98493,,,
730,21W,Warszawska granica 14 nż,,50.087712473929,21.9831973314285,,,
723,147W,Zaczernie rondo 14 nż,,50.0953532829722,21.9814290851355,,,
715,39W,Zaczernie browar 16 nż,,50.09399,21.98774,,,
935,182W,Zaczernie cmentarz 22 nż,,50.0947471735331,21.993735730648,,,
744,177W,Zaczernie bloki 20 nż,,50.10085,21.99576,,,
707,179W,Zaczernie MPP Colorland 01 nż,,50.10667,22.00163,,,
496,8N,Paderewskiego park 03 nż,,50.0269126104708,22.0359992980957,,,
498,4N,Krzyżanowskiego / Armii Krajowej 04 nż,,50.0242192899381,22.02885389328,,,
759,61G,Solarza 02 nż,,50.0435189446956,21.9757032394409,,,
499,57G,Ustrzycka pętla 02 nż,,50.0495138345366,21.9644916057587,,,
829,63B,Boguchwała Polna 21 nż,,49.9781216793401,21.9285875558853,,,
830,65B,Mogielnica most 19 nż,,49.98084,21.91638,,,
831,67B,Mogielnica S19 17 nż,,49.98014,21.91098,,,
832,69B,Mogielnica Gruszawa 15 nż,,49.9793,21.90463,,,
833,71B,Mogielnica remiza 13 nż,,49.97907,21.897,,,
834,91B,Mogielnica szkoła 11 nż,,49.97869,21.89245,,,
835,73B,Mogielnica wieś 09 nż,,49.97705,21.88535,,,
836,115B,Mogielnica Kobakówka 07 nż,,49.97499,21.87837,,,
837,189B,Mogielnica stara pętla 05 nż,,49.97433,21.87433,,,
838,117B,Mogielnica Góra 03 nż,,49.97364,21.86809,,,
839,126B,Mogielnica pętla 01,,49.97355,21.861,,,
1000,62E,Wieniawskiego / Słonecznikowa 11 nż,,50.0067478118403,22.0332285761833,,,
1001,60E,Wieniawskiego / Dunikowskiego 09 nż,,50.0104108507927,22.0369434356689,,,
1002,58E,Wieniawskiego działki 07 nż,,50.0141632369587,22.0409291982651,,,
1003,56E,Wieniawskiego / Karpa 05,,50.0168691856977,22.0432466268539,,,
1004,54E,Wieniawskiego / Niemaszków 03 nż,,50.0204108182726,22.0455855131149,,,
1005,52E,Wieniawskiego / Sulikowskiego 01 nż,,50.0236954275826,22.0457303524017,,,
895,128B,Racławówka 28 nż,,50.0143062941147,21.895204782486,,,
896,60B,Racławówka łąki 30 nż,,50.0115536618065,21.8988981842995,,,
897,46B,Racławówka szkoła 32 nż,,50.0078269290284,21.9047293066978,,,
899,100B,Racławówka poczta 34 nż,,50.0037654610266,21.9120329618454,,,
900,42B,Racławówka OSP 36 nż,,50.0014363404745,21.918440759182,,,
901,102B,Racławówka spółdzielnia 38 nż,,50.00078,21.92258,,,
902,40B,Racławówka granica 40 nż,,50.0021656035299,21.9316479563713,,,
317,29N,Niemierskiego 02 nż,,50.031949041978,22.0374798774719,,,
1058,998G,Kraczkowa Graniczna 02 nż,,50.0356773496252,22.1303755044937,,,
1044,110G,Kraczkowa Budy 04 nż,,50.0367592627171,22.1404230594635,,,
1045,112G,Kraczkowa Kopciówka 06 nż,,50.0371520531579,22.1476033329964,,,
1046,114G,Kraczkowa szkoła 08 nż,,50.0379755244414,22.1595042943954,,,
1059,134G,Kraczkowa 10 nż,,50.0390039823391,22.1754151582718,,,
1060,136G,Kraczkowa Zagumnie 12 nż,,50.04035,22.18321,,,
1061,138G,Kraczkowa skrzyżowanie 14 nż,,50.0389195703767,22.1919241547585,,,
1062,140G,Kraczkowa rondo 16 nż,,50.0375500086169,22.205882370472,,,
1063,142G,Albigowa sady 23 nż,,50.0346143634986,22.2255885601044,,,
1064,137G,Albigowa skrzyż. młyn 25 nż,,50.0359702265947,22.2296735644341,,,
1052,146G,Albigowa skrzyż. młyn 60 nż,,50.0369470445129,22.22984790802,,,
460,11D,Załęska / Rzecha 03 nż,,50.0552892685181,22.0329496264458,,,
461,13D,Księżycowa / Załęska 02 nż,,50.0532364728458,22.0370346307755,,,
462,15D,Stączka kościół 02 nż,,50.05463,22.04077,,,
463,17D,Stączka / Jaspisowa 04 nż,,50.057505569276,22.0453092455864,,,
464,199D,Potockiego / Stączka 02 nż,,50.0592465076323,22.0488283038139,,,
465,19D,Potockiego / Nefrytowa 04 nż,,50.0589210551145,22.052177041769,,,
466,21D,Potockiego / Ametystowa 06 nż,,50.0588616468769,22.0616720616817,,,
467,85D,Potockiego / Grafitowa 08 nż,,50.0607273748088,22.0656028389931,,,
761,63G,Ustrzycka / Wadowicka 04 nż,,50.05077,21.95858,,,
531,86G,Ustrzycka 06 nż,,50.0537806789109,21.9540524482727,,,
815,94B,Lutoryż wieś 06 nż,,49.9659856522592,21.9029000401497,,,
816,92B,Lutoryż szkoła 08 nż,,49.9669742448578,21.911876052618,,,
817,81B,Lutoryż kościół 10 nż,,49.964466492647,21.9170178472996,,,
818,88B,Lutoryż 89 nż,,49.9653472832484,21.9219249486923,,,
819,86B,Boguchwała 91 nż,,49.9746200553198,21.9241940975189,,,
820,84B,Boguchwała 93 nż,,49.977284245154,21.9285446405411,,,
821,68B,Boguchwała 95 nż,,49.9811547767306,21.9386813789606,,,
1111,84E,Zygmunta I Starego / Warneńczyka 02 nż,,50.0337891116899,22.0483669638634,,,
722,167N,Armii Krajowej Park Papieski 02 nż,,50.01769,22.01856,,,
314,21N,Armii Krajowej hotel 04 nż,,50.0186891521259,22.026327252388,,,
316,31N,Armii Krajowej / Paderewskiego 08 nż,,50.0280584752029,22.0330730080605,,,
717,89D,Rzecha / Ciepłownicza 06 nż,,50.0585887124343,22.0224246382713,,,
731,113D,Rzecha / Lubelska 08 nż,,50.0617019671017,22.011376619339,,,
993,35W,Rudna Mała 03 nż,,50.0981,21.97932,,,
1028,37W,Rudna Mała szpital 01 nż,,50.1032,21.97739,,,
1029,105W,Głogów Młp. wiadukt 09A nż,,50.1138499129798,21.973557472229,,,
677,107W,Głogów Młp. Zelmer II 02 nż,,50.12069,21.96775,,,
678,127W,Głogów Młp. MetaZel II 02 nż,,50.1211112214719,21.9613480567932,,,
679,128W,Głogów Młp. Yanko I 01 nż,,50.1186983602722,21.9616323709488,,,
1022,134W,Głogów Młp. Leniar I 01 nż,,50.1188376663293,21.9655779004097,,,
1023,144W,Głogów Młp. wiadukt 71A nż,,50.1137776727349,21.9730907678604,,,
1024,42W,Rudna Mała szpital 02 nż,,50.10205,21.97756,,,
1085,23J,Świętokrzyska cmentarz 01 nż,,50.0151766929336,21.9564194977283,,,
1083,21J,Przemysłowa / Żołnierzy 9 DP 07 nż,,50.0148923069348,21.9603395462036,,,
653,90G,Ustrzycka / Magórska 07,,50.0538685090581,21.9529125094414,,,
654,75G,Ustrzycka 05 nż,,50.0532709164506,21.9555598497391,,,
762,30G,Ustrzycka / Wadowicka 03 nż,,50.05035,21.95945,,,
489,118D,Malawa skrzyżowanie 03 nż,,50.03351,22.08833,,,
490,116D,Malawa granica 01 nż,,50.03404,22.08056,,,
752,204A,Tyczyn Lasek II 05 nż,,49.9445564132496,22.0496685057878,,,
753,202A,Tyczyn Lasek I 03 nż,,49.944318645393,22.0407293736935,,,
754,200A,Tyczyn Mickiewicza 01 nż,,49.9495993181947,22.0381852984428,,,
840,124B,Mogielnica Góra 04 nż,,49.973166,21.864986,,,
841,118B,Mogielnica stara pętla 06 nż,,49.9743,21.87444,,,
842,82B,Mogielnica Kobakówka 08 nż,,49.97518,21.87905,,,
843,80B,Mogielnica wieś 10 nż,,49.97704,21.88601,,,
844,98B,Mogielnica szkoła 12 nż,,49.9786240466127,21.8925748765469,,,
845,78B,Mogielnica remiza 14 nż,,49.97906,21.89735,,,
846,76B,Mogielnica Gruszawa 16 nż,,49.9792100632664,21.9050350785255,,,
847,74B,Mogielnica S19 18 nż,,49.9800810976416,21.9110968708992,,,
848,72B,Mogielnica most 20 nż,,49.9808796756971,21.9172042608261,,,
849,70B,Boguchwała Polna 22 nż,,49.9779302178145,21.9288101792336,,,
505,32S,Trzciana sklep 02 nż,,50.0647616449862,21.8397849798203,,,
506,30S,Trzciana Gminny Ośrodek Kultury 02 nż,,50.0712798126558,21.8389682471752,,,
507,28S,Trzciana Woliczka 56 nż,,50.0714054844157,21.8675780296326,,,
988,105S,Bratkowice las 02,,50.1198463332789,21.8079203367233,,,
577,91S,Bratkowice Czekaj 04 nż,,50.1219839834374,21.8194377422333,,,
1107,124S,Bratkowice Przywary 06 nż,,50.121821470346,21.826234459877,,,
683,89S,Bratkowice Cieniaki I 08 nż,,50.1206907422936,21.8342033028603,,,
1108,126S,Bratkowice Cieniaki II 10 nż,,50.1169544205174,21.8423572182655,,,
684,87S,Bratkowice Klepak 12 nż,,50.1156318045209,21.8481534719467,,,
685,80S,Bratkowice szkoła 14 nż,,50.11536,21.86075,,,
805,121S,Bratkowice Sitkówka 16 nż,,50.1144725505729,21.8700134754181,,,
686,83S,Bratkowice Sitkówka 01 nż,,50.1162354998397,21.8775290250778,,,
687,81S,Bratkowice Piaski środek 03 nż,,50.1178401572269,21.8874800205231,,,
688,86S,Bratkowice Piaski - Szkoła nr 3 05 nż,,50.1148939443499,21.8977810442448,,,
689,88S,Bratkowice Otoka 18 nż,,50.1042358426485,21.8954542279243,,,
690,90S,Mrowla Cierpisz 20 nż,,50.0990056935761,21.9063265621662,,,
691,92S,Mrowla kościół 22 nż,,50.0954466291669,21.9161903858185,,,
1080,46S,Mrowla SAG 24 nż,,50.0912678107717,21.9227027893066,,,
692,96S,Rudna Wielka dom strażaka 26 nż,,50.0878449863748,21.9389301538467,,,
693,94S,Rudna Wielka dom ludowy 28 nż,,50.0875696354277,21.9488060474396,,,
1017,148W,Rudna Wielka Myśliwska / Oliwkowa 34 nż,,50.0846473760242,21.9663074612617,,,
696,136W,Myśliwska / Kameliowa 05 nż,,50.08253387599,21.9708886742592,,,
672,144G,Wincentego Pola politechnika 02 nż,,50.02723,21.98521,,,
704,111B,Dąbrowskiego kościół 06 nż,,50.0241675932492,21.9870972633362,,,
1053,135G,Albigowa sady 62 nż,,50.0347823409917,22.2251982986927,,,
1054,133G,Kraczkowa rondo 03 nż,,50.0376154728354,22.2060808539391,,,
1055,131G,Kraczkowa skrzyżowanie 05 nż,,50.0390539403694,22.1919536590576,,,
1056,129G,Kraczkowa Zagumnie 07 nż,,50.0404527441111,22.1830782294273,,,
1047,127G,Kraczkowa 09 nż,,50.0390987302833,22.175275683403,,,
1048,115G,Kraczkowa szkoła 11 nż,,50.03815,22.16146,,,
1049,113G,Kraczkowa Kopciówka 13 nż,,50.0374104661691,22.1481317281723,,,
1050,111G,Kraczkowa Budy 15 nż,,50.0368833021508,22.1403801441193,,,
1057,999G,Kraczkowa Graniczna 01 nż,,50.0358668584565,22.1306169033051,,,
1101,200D,Żołnierzy I Armii WP / Morgowa 04 nż,,50.0430400790823,22.0325499773026,,,
629,177A,Siedliska Koniec 11 nż,,49.9565886957714,21.9548624753952,,,
630,149A,Siedliska kościół 09 nż,,49.954095071283,21.949605345726,,,
631,129A,Siedliska ośrodek zdrowia 07 nż,,49.9513735081242,21.9410598278046,,,
748,162D,Rzecha / Lubelska 05 nż,,50.06162,22.01073,,,
1113,85E,Zygmunta I Starego / Władysława IV 01 nż,,50.033894207176,22.0485895872116,,,
